Address	Length	Type	String
.rdata:10531EAC	00000021	C	ACT_MP_RELOAD_SWIM_SECONDARY_END
.rdata:10531ED0	00000022	C	ACT_MP_RELOAD_SWIM_SECONDARY_LOOP
.rdata:10531EF4	0000001D	C	ACT_MP_RELOAD_SWIM_SECONDARY
.rdata:10531F14	00000023	C	ACT_MP_RELOAD_CROUCH_SECONDARY_END
.rdata:10531F38	00000024	C	ACT_MP_RELOAD_CROUCH_SECONDARY_LOOP
.rdata:10531F5C	0000001F	C	ACT_MP_RELOAD_CROUCH_SECONDARY
.rdata:10531F7C	00000022	C	ACT_MP_RELOAD_STAND_SECONDARY_END
.rdata:10531FA0	00000023	C	ACT_MP_RELOAD_STAND_SECONDARY_LOOP
.rdata:10531FC4	0000001E	C	ACT_MP_RELOAD_STAND_SECONDARY
.rdata:10531FE4	00000020	C	ACT_MP_ATTACK_AIRWALK_SECONDARY
.rdata:10532004	0000001D	C	ACT_MP_ATTACK_SWIM_SECONDARY
.rdata:10532024	0000001F	C	ACT_MP_ATTACK_CROUCH_SECONDARY
.rdata:10532044	0000001E	C	ACT_MP_ATTACK_STAND_SECONDARY
.rdata:10532064	00000016	C	ACT_MP_SWIM_SECONDARY
.rdata:1053207C	0000001B	C	ACT_MP_JUMP_LAND_SECONDARY
.rdata:10532098	0000001C	C	ACT_MP_JUMP_FLOAT_SECONDARY
.rdata:105320B4	0000001C	C	ACT_MP_JUMP_START_SECONDARY
.rdata:105320D0	00000016	C	ACT_MP_JUMP_SECONDARY
.rdata:105320E8	0000001C	C	ACT_MP_CROUCHWALK_SECONDARY
.rdata:10532104	00000019	C	ACT_MP_AIRWALK_SECONDARY
.rdata:10532120	00000016	C	ACT_MP_WALK_SECONDARY
.rdata:10532138	00000015	C	ACT_MP_RUN_SECONDARY
.rdata:10532150	00000018	C	ACT_MP_CROUCH_SECONDARY
.rdata:10532168	00000017	C	ACT_MP_STAND_SECONDARY
.rdata:10532180	00000026	C	ACT_MP_ATTACK_AIRWALK_GRENADE_PRIMARY
.rdata:105321A8	00000023	C	ACT_MP_ATTACK_SWIM_GRENADE_PRIMARY
.rdata:105321CC	00000025	C	ACT_MP_ATTACK_CROUCH_GRENADE_PRIMARY
.rdata:105321F4	00000024	C	ACT_MP_ATTACK_STAND_GRENADE_PRIMARY
.rdata:10532218	00000022	C	ACT_MP_RELOAD_AIRWALK_PRIMARY_END
.rdata:1053223C	00000023	C	ACT_MP_RELOAD_AIRWALK_PRIMARY_LOOP
.rdata:10532260	0000001E	C	ACT_MP_RELOAD_AIRWALK_PRIMARY
.rdata:10532280	0000001F	C	ACT_MP_RELOAD_SWIM_PRIMARY_END
.rdata:105322A0	00000020	C	ACT_MP_RELOAD_SWIM_PRIMARY_LOOP
.rdata:105322C0	0000001B	C	ACT_MP_RELOAD_SWIM_PRIMARY
.rdata:105322DC	00000021	C	ACT_MP_RELOAD_CROUCH_PRIMARY_END
.rdata:10532300	00000022	C	ACT_MP_RELOAD_CROUCH_PRIMARY_LOOP
.rdata:10532324	0000001D	C	ACT_MP_RELOAD_CROUCH_PRIMARY
.rdata:10532344	00000020	C	ACT_MP_RELOAD_STAND_PRIMARY_END
.rdata:10532364	00000021	C	ACT_MP_RELOAD_STAND_PRIMARY_LOOP
.rdata:10532388	0000001C	C	ACT_MP_RELOAD_STAND_PRIMARY
.rdata:105323A4	0000001E	C	ACT_MP_ATTACK_AIRWALK_PRIMARY
.rdata:105323C4	0000001B	C	ACT_MP_ATTACK_SWIM_PRIMARY
.rdata:105323E0	00000026	C	ACT_MP_ATTACK_CROUCH_PRIMARY_DEPLOYED
.rdata:10532408	0000001D	C	ACT_MP_ATTACK_CROUCH_PRIMARY
.rdata:10532428	00000025	C	ACT_MP_ATTACK_STAND_PRIMARY_DEPLOYED
.rdata:10532450	0000001C	C	ACT_MP_ATTACK_STAND_PRIMARY
.rdata:1053246C	0000001D	C	ACT_MP_SWIM_DEPLOYED_PRIMARY
.rdata:1053248C	00000018	C	ACT_MP_DEPLOYED_PRIMARY
.rdata:105324A4	00000014	C	ACT_MP_SWIM_PRIMARY
.rdata:105324B8	00000019	C	ACT_MP_JUMP_LAND_PRIMARY
.rdata:105324D4	0000001A	C	ACT_MP_JUMP_FLOAT_PRIMARY
.rdata:105324F0	0000001A	C	ACT_MP_JUMP_START_PRIMARY
.rdata:1053250C	00000014	C	ACT_MP_JUMP_PRIMARY
.rdata:10532520	0000001A	C	ACT_MP_CROUCHWALK_PRIMARY
.rdata:1053253C	00000017	C	ACT_MP_AIRWALK_PRIMARY
.rdata:10532554	00000014	C	ACT_MP_WALK_PRIMARY
.rdata:10532568	00000013	C	ACT_MP_RUN_PRIMARY
.rdata:1053257C	00000016	C	ACT_MP_CROUCH_PRIMARY
.rdata:10532594	00000015	C	ACT_MP_STAND_PRIMARY
.rdata:105325AC	0000001C	C	ACT_MP_ATTACK_SWIM_POSTFIRE
.rdata:105325C8	0000001B	C	ACT_MP_ATTACK_SWIM_PREFIRE
.rdata:105325E4	0000001E	C	ACT_MP_ATTACK_CROUCH_POSTFIRE
.rdata:10532604	0000001D	C	ACT_MP_ATTACK_CROUCH_PREFIRE
.rdata:10532624	0000001E	C	ACT_MP_ATTACK_STAND_STARTFIRE
.rdata:10532644	0000001D	C	ACT_MP_ATTACK_STAND_POSTFIRE
.rdata:10532664	0000001C	C	ACT_MP_ATTACK_STAND_PREFIRE
.rdata:10532680	0000001A	C	ACT_MP_RELOAD_AIRWALK_END
.rdata:1053269C	0000001B	C	ACT_MP_RELOAD_AIRWALK_LOOP
.rdata:105326B8	00000016	C	ACT_MP_RELOAD_AIRWALK
.rdata:105326D0	00000017	C	ACT_MP_RELOAD_SWIM_END
.rdata:105326E8	00000018	C	ACT_MP_RELOAD_SWIM_LOOP
.rdata:10532700	00000013	C	ACT_MP_RELOAD_SWIM
.rdata:10532714	00000019	C	ACT_MP_RELOAD_CROUCH_END
.rdata:10532730	0000001A	C	ACT_MP_RELOAD_CROUCH_LOOP
.rdata:1053274C	00000015	C	ACT_MP_RELOAD_CROUCH
.rdata:10532764	00000018	C	ACT_MP_RELOAD_STAND_END
.rdata:1053277C	00000019	C	ACT_MP_RELOAD_STAND_LOOP
.rdata:10532798	00000014	C	ACT_MP_RELOAD_STAND
.rdata:105327AC	0000001E	C	ACT_MP_ATTACK_AIRWALK_GRENADE
.rdata:105327CC	00000024	C	ACT_MP_ATTACK_AIRWALK_SECONDARYFIRE
.rdata:105327F0	00000022	C	ACT_MP_ATTACK_AIRWALK_PRIMARYFIRE
.rdata:10532814	0000001B	C	ACT_MP_ATTACK_SWIM_GRENADE
.rdata:10532830	00000021	C	ACT_MP_ATTACK_SWIM_SECONDARYFIRE
.rdata:10532854	0000001F	C	ACT_MP_ATTACK_SWIM_PRIMARYFIRE
.rdata:10532874	0000001D	C	ACT_MP_ATTACK_CROUCH_GRENADE
.rdata:10532894	00000023	C	ACT_MP_ATTACK_CROUCH_SECONDARYFIRE
.rdata:105328B8	0000002A	C	ACT_MP_ATTACK_CROUCH_PRIMARYFIRE_DEPLOYED
.rdata:105328E4	00000021	C	ACT_MP_ATTACK_CROUCH_PRIMARYFIRE
.rdata:10532908	0000001C	C	ACT_MP_ATTACK_STAND_GRENADE
.rdata:10532924	00000022	C	ACT_MP_ATTACK_STAND_SECONDARYFIRE
.rdata:10532948	00000029	C	ACT_MP_ATTACK_STAND_PRIMARYFIRE_DEPLOYED
.rdata:10532974	00000020	C	ACT_MP_ATTACK_STAND_PRIMARYFIRE
.rdata:10532994	0000000B	C	ACT_MP_VCD
.rdata:105329A0	00000015	C	ACT_MP_SWIM_DEPLOYED
.rdata:105329B8	00000010	C	ACT_MP_DEPLOYED
.rdata:105329C8	0000000C	C	ACT_MP_SWIM
.rdata:105329D4	00000012	C	ACT_MP_DOUBLEJUMP
.rdata:105329E8	00000011	C	ACT_MP_JUMP_LAND
.rdata:105329FC	00000012	C	ACT_MP_JUMP_FLOAT
.rdata:10532A10	00000012	C	ACT_MP_JUMP_START
.rdata:10532A24	0000000C	C	ACT_MP_JUMP
.rdata:10532A30	0000000E	C	ACT_MP_SPRINT
.rdata:10532A40	00000012	C	ACT_MP_CROUCHWALK
.rdata:10532A54	0000000F	C	ACT_MP_AIRWALK
.rdata:10532A64	0000000C	C	ACT_MP_WALK
.rdata:10532A70	0000000B	C	ACT_MP_RUN
.rdata:10532A7C	00000015	C	ACT_MP_DEPLOYED_IDLE
.rdata:10532A94	00000017	C	ACT_MP_CROUCH_DEPLOYED
.rdata:10532AAC	0000001C	C	ACT_MP_CROUCH_DEPLOYED_IDLE
.rdata:10532AC8	00000013	C	ACT_MP_CROUCH_IDLE
.rdata:10532ADC	00000012	C	ACT_MP_STAND_IDLE
.rdata:10532AF0	0000000E	C	ACT_VM_FIZZLE
.rdata:10532B00	00000015	C	ACT_DLCINTRO_ZOEY_06
.rdata:10532B18	00000015	C	ACT_DLCINTRO_ZOEY_05
.rdata:10532B30	00000015	C	ACT_DLCINTRO_ZOEY_04
.rdata:10532B48	00000015	C	ACT_DLCINTRO_ZOEY_03
.rdata:10532B60	00000015	C	ACT_DLCINTRO_ZOEY_02
.rdata:10532B78	00000015	C	ACT_DLCINTRO_ZOEY_01
.rdata:10532B90	00000014	C	ACT_DLCFI_ZOEY_10MR
.rdata:10532BA4	00000014	C	ACT_DLCFI_ZOEY_08mr
.rdata:10532BB8	00000014	C	ACT_DLCFI_ZOEY_12MB
.rdata:10532BCC	00000014	C	ACT_DLCFI_ZOEY_07mr
.rdata:10532BE0	00000014	C	ACT_DLCFI_ZOEY_07AH
.rdata:10532BF4	00000014	C	ACT_DLCFI_ZOEY_06AH
.rdata:10532C08	00000014	C	ACT_DLCFI_ZOEY_11MB
.rdata:10532C1C	00000014	C	ACT_DLCFI_ZOEY_10MB
.rdata:10532C30	00000014	C	ACT_DLCFI_ZOEY_09MB
.rdata:10532C44	00000014	C	ACT_DLCFI_ZOEY_08MB
.rdata:10532C58	00000014	C	ACT_DLCFI_ZOEY_07MB
.rdata:10532C6C	00000012	C	ACT_DLCFI_ZOEY_06
.rdata:10532C80	00000012	C	ACT_DLCFI_ZOEY_05
.rdata:10532C94	00000012	C	ACT_DLCFI_ZOEY_04
.rdata:10532CA8	00000012	C	ACT_DLCFI_ZOEY_03
.rdata:10532CBC	00000012	C	ACT_DLCFI_ZOEY_02
.rdata:10532CD0	00000012	C	ACT_DLCFI_ZOEY_01
.rdata:10532CE4	00000016	C	ACT_DLCFI_LOUIS_017MB
.rdata:10532CFC	00000016	C	ACT_DLCFI_LOUIS_16AJM
.rdata:10532D14	00000015	C	ACT_DLCFI_LOUIS_16JM
.rdata:10532D2C	00000016	C	ACT_DLCFI_LOUIS_016MB
.rdata:10532D44	00000016	C	ACT_DLCFI_LOUIS_015MB
.rdata:10532D5C	00000013	C	ACT_DLCFI_LOUIS_15
.rdata:10532D70	00000015	C	ACT_DLCFI_LOUIS_14MR
.rdata:10532D88	00000016	C	ACT_DLCFI_LOUIS_014MB
.rdata:10532DA0	00000013	C	ACT_DLCFI_LOUIS_14
.rdata:10532DB4	00000016	C	ACT_DLCFI_LOUIS_013MR
.rdata:10532DCC	00000016	C	ACT_DLCFI_LOUIS_013MB
.rdata:10532DE4	00000013	C	ACT_DLCFI_LOUIS_13
.rdata:10532DF8	00000016	C	ACT_DLCFI_LOUIS_012MR
.rdata:10532E10	00000016	C	ACT_DLCFI_LOUIS_012MB
.rdata:10532E28	00000013	C	ACT_DLCFI_LOUIS_12
.rdata:10532E3C	00000015	C	ACT_DLCFI_LOUIS_11AH
.rdata:10532E54	00000015	C	ACT_DLCFI_LOUIS_11MB
.rdata:10532E6C	00000013	C	ACT_DLCFI_LOUIS_11
.rdata:10532E80	00000015	C	ACT_DLCFI_LOUIS_10MB
.rdata:10532E98	00000015	C	ACT_DLCFI_LOUIS_09MB
.rdata:10532EB0	00000015	C	ACT_DLCFI_LOUIS_08MB
.rdata:10532EC8	00000015	C	ACT_DLCFI_LOUIS_07MB
.rdata:10532EE0	00000013	C	ACT_DLCFI_LOUIS_06
.rdata:10532EF4	00000013	C	ACT_DLCFI_LOUIS_05
.rdata:10532F08	00000013	C	ACT_DLCFI_LOUIS_04
.rdata:10532F1C	00000013	C	ACT_DLCFI_LOUIS_03
.rdata:10532F30	00000013	C	ACT_DLCFI_LOUIS_02
.rdata:10532F44	00000013	C	ACT_DLCFI_LOUIS_01
.rdata:10532F58	00000017	C	ACT_DLCFI_FRANCIS_13nm
.rdata:10532F70	00000019	C	ACT_DLCFI_FRANCIS_014MBX
.rdata:10532F8C	00000018	C	ACT_DLCFI_FRANCIS_014MB
.rdata:10532FA4	00000017	C	ACT_DLCFI_FRANCIS_17mr
.rdata:10532FBC	00000017	C	ACT_DLCFI_FRANCIS_16mr
.rdata:10532FD4	00000017	C	ACT_DLCFI_FRANCIS_15mr
.rdata:10532FEC	00000017	C	ACT_DLCFI_FRANCIS_14mr
.rdata:10533004	00000017	C	ACT_DLCFI_FRANCIS_21AH
.rdata:1053301C	00000017	C	ACT_DLCFI_FRANCIS_20AH
.rdata:10533034	00000017	C	ACT_DLCFI_FRANCIS_19AH
.rdata:1053304C	00000017	C	ACT_DLCFI_FRANCIS_18AH
.rdata:10533064	00000017	C	ACT_DLCFI_FRANCIS_17AH
.rdata:1053307C	00000017	C	ACT_DLCFI_FRANCIS_16AH
.rdata:10533094	00000017	C	ACT_DLCFI_FRANCIS_15AH
.rdata:105330AC	00000017	C	ACT_DLCFI_FRANCIS_14AH
.rdata:105330C4	00000017	C	ACT_DLCFI_FRANCIS_13AH
.rdata:105330DC	00000017	C	ACT_DLCFI_FRANCIS_13mr
.rdata:105330F4	00000017	C	ACT_DLCFI_FRANCIS_12mr
.rdata:1053310C	00000017	C	ACT_DLCFI_FRANCIS_12AH
.rdata:10533124	00000016	C	ACT_DLCFI_FRANCIS_11b
.rdata:1053313C	00000015	C	ACT_DLCFI_FRANCIS_11
.rdata:10533154	00000016	C	ACT_DLCFI_FRANCIS_10b
.rdata:1053316C	00000015	C	ACT_DLCFI_FRANCIS_10
.rdata:10533184	00000016	C	ACT_DLCFI_FRANCIS_09b
.rdata:1053319C	00000015	C	ACT_DLCFI_FRANCIS_09
.rdata:105331B4	00000016	C	ACT_DLCFI_FRANCIS_08b
.rdata:105331CC	00000015	C	ACT_DLCFI_FRANCIS_08
.rdata:105331E4	00000015	C	ACT_DLCFI_FRANCIS_07
.rdata:105331FC	00000015	C	ACT_DLCFI_FRANCIS_06
.rdata:10533214	00000015	C	ACT_DLCFI_FRANCIS_05
.rdata:1053322C	00000015	C	ACT_DLCFI_FRANCIS_04
.rdata:10533244	00000015	C	ACT_DLCFI_FRANCIS_03
.rdata:1053325C	00000015	C	ACT_DLCFI_FRANCIS_02
.rdata:10533274	00000015	C	ACT_DLCFI_FRANCIS_01
.rdata:1053328C	00000018	C	ACT_DLCFI_FRANCIS_018MB
.rdata:105332A4	00000018	C	ACT_DLCFI_FRANCIS_017MB
.rdata:105332BC	00000016	C	ACT_DLCFI_FRANCIS_HLD
.rdata:105332D4	00000010	C	ACT_DLCINTRO_04
.rdata:105332E4	00000010	C	ACT_DLCINTRO_03
.rdata:105332F4	00000010	C	ACT_DLCINTRO_02
.rdata:10533304	00000010	C	ACT_DLCINTRO_01
.rdata:10533314	00000014	C	ACT_GEST_INTRO_WAVE
.rdata:10533328	00000014	C	ACT_GEST_INTRO_CALM
.rdata:1053333C	00000011	C	ACT_GEST_VOMIT01
.rdata:10533350	0000000F	C	ACT_GEST_VOMIT
.rdata:10533360	00000010	C	ACT_GEST_COUGH3
.rdata:10533370	00000010	C	ACT_GEST_COUGH2
.rdata:10533380	00000010	C	ACT_GEST_COUGH1
.rdata:10533390	00000011	C	ACT_GEST_COUGH03
.rdata:105333A4	00000011	C	ACT_GEST_COUGH02
.rdata:105333B8	00000011	C	ACT_GEST_COUGH01
.rdata:105333CC	0000000F	C	ACT_GEST_COUGH
.rdata:105333DC	0000000E	C	ACT_GEST_WAVE
.rdata:105333EC	00000010	C	ACT_GEST_GOGOGO
.rdata:105333FC	00000013	C	ACT_GEST_HEAD_DOWN
.rdata:10533410	00000018	C	ACT_GEST_HEAD_TWISTLEFT
.rdata:10533428	00000019	C	ACT_GEST_POINTLEFT_QUICK
.rdata:10533444	00000013	C	ACT_GEST_POINTLEFT
.rdata:10533458	00000012	C	ACT_GEST_OVERHERE
.rdata:1053346C	00000014	C	ACT_VM_MELEE_GASCAN
.rdata:10533480	00000014	C	ACT_VM_THROW_GASCAN
.rdata:10533494	00000016	C	ACT_VM_PULLPIN_GASCAN
.rdata:105334AC	00000015	C	ACT_VM_DEPLOY_GASCAN
.rdata:105334C4	00000013	C	ACT_VM_IDLE_GASCAN
.rdata:105334D8	0000001A	C	ACT_VM_MELEE_MEDKIT_LAYER
.rdata:105334F4	00000014	C	ACT_VM_MELEE_MEDKIT
.rdata:10533508	0000001B	C	ACT_VM_DEPLOY_MEDKIT_LAYER
.rdata:10533524	00000015	C	ACT_VM_DEPLOY_MEDKIT
.rdata:1053353C	00000013	C	ACT_VM_IDLE_MEDKIT
.rdata:10533550	0000001B	C	ACT_VM_USE_PAINPILLS_LAYER
.rdata:1053356C	00000015	C	ACT_VM_USE_PAINPILLS
.rdata:10533584	0000001D	C	ACT_VM_MELEE_PAINPILLS_LAYER
.rdata:105335A4	00000017	C	ACT_VM_MELEE_PAINPILLS
.rdata:105335BC	0000001E	C	ACT_VM_DEPLOY_PAINPILLS_LAYER
.rdata:105335DC	00000018	C	ACT_VM_DEPLOY_PAINPILLS
.rdata:105335F4	00000016	C	ACT_VM_IDLE_PAINPILLS
.rdata:1053360C	0000001B	C	ACT_VM_MELEE_MOLOTOV_LAYER
.rdata:10533628	00000015	C	ACT_VM_MELEE_MOLOTOV
.rdata:10533640	0000001B	C	ACT_VM_THROW_MOLOTOV_LAYER
.rdata:1053365C	00000015	C	ACT_VM_THROW_MOLOTOV
.rdata:10533674	0000001D	C	ACT_VM_PULLPIN_MOLOTOV_LAYER
.rdata:10533694	00000017	C	ACT_VM_PULLPIN_MOLOTOV
.rdata:105336AC	0000001C	C	ACT_VM_DEPLOY_MOLOTOV_LAYER
.rdata:105336C8	00000016	C	ACT_VM_DEPLOY_MOLOTOV
.rdata:105336E0	00000014	C	ACT_VM_IDLE_MOLOTOV
.rdata:105336F4	0000001C	C	ACT_VM_MELEE_PIPEBOMB_LAYER
.rdata:10533710	00000016	C	ACT_VM_MELEE_PIPEBOMB
.rdata:10533728	0000001C	C	ACT_VM_THROW_PIPEBOMB_LAYER
.rdata:10533744	00000016	C	ACT_VM_THROW_PIPEBOMB
.rdata:1053375C	0000001E	C	ACT_VM_PULLPIN_PIPEBOMB_LAYER
.rdata:1053377C	00000018	C	ACT_VM_PULLPIN_PIPEBOMB
.rdata:10533794	0000001D	C	ACT_VM_DEPLOY_PIPEBOMB_LAYER
.rdata:105337B4	00000017	C	ACT_VM_DEPLOY_PIPEBOMB
.rdata:105337CC	00000015	C	ACT_VM_IDLE_PIPEBOMB
.rdata:105337E4	00000018	C	ACT_VM_RELOAD_END_LAYER
.rdata:105337FC	00000012	C	ACT_VM_RELOAD_END
.rdata:10533810	00000019	C	ACT_VM_RELOAD_LOOP_LAYER
.rdata:1053382C	00000013	C	ACT_VM_RELOAD_LOOP
.rdata:10533840	0000001B	C	ACT_VM_FIDGET_SNIPER_LAYER
.rdata:1053385C	0000001A	C	ACT_VM_MELEE_SNIPER_LAYER
.rdata:10533878	00000014	C	ACT_VM_MELEE_SNIPER
.rdata:1053388C	00000028	C	ACT_VM_RELOAD_EMPTY_CLIPIN_SNIPER_LAYER
.rdata:105338B4	00000022	C	ACT_VM_RELOAD_EMPTY_CLIPIN_SNIPER
.rdata:105338D8	00000029	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_SNIPER_LAYER
.rdata:10533904	00000023	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_SNIPER
.rdata:10533928	00000021	C	ACT_VM_RELOAD_EMPTY_SNIPER_LAYER
.rdata:1053394C	0000001B	C	ACT_VM_RELOAD_EMPTY_SNIPER
.rdata:10533968	00000023	C	ACT_VM_RELOAD_CLIPOUT_SNIPER_LAYER
.rdata:1053398C	0000001D	C	ACT_VM_RELOAD_CLIPOUT_SNIPER
.rdata:105339AC	0000001B	C	ACT_VM_RELOAD_SNIPER_LAYER
.rdata:105339C8	00000015	C	ACT_VM_RELOAD_SNIPER
.rdata:105339E0	0000001A	C	ACT_VM_SHOOT_SNIPER_LAYER
.rdata:105339FC	0000001C	C	ACT_VM_PRIMARYATTACK_SNIPER
.rdata:10533A18	0000001B	C	ACT_VM_DEPLOY_SNIPER_LAYER
.rdata:10533A34	00000015	C	ACT_VM_DEPLOY_SNIPER
.rdata:10533A4C	00000024	C	ACT_VM_PICKUP_CHARGING_SNIPER_LAYER
.rdata:10533A70	0000001E	C	ACT_VM_PICKUP_CHARGING_SNIPER
.rdata:10533A90	00000022	C	ACT_VM_PICKUP_CLIPIN_SNIPER_LAYER
.rdata:10533AB4	0000001C	C	ACT_VM_PICKUP_CLIPIN_SNIPER
.rdata:10533AD0	0000001B	C	ACT_VM_PICKUP_SNIPER_LAYER
.rdata:10533AEC	00000015	C	ACT_VM_PICKUP_SNIPER
.rdata:10533B04	00000013	C	ACT_VM_IDLE_SNIPER
.rdata:10533B18	00000018	C	ACT_VM_FIDGET_SMG_LAYER
.rdata:10533B30	00000017	C	ACT_VM_MELEE_SMG_LAYER
.rdata:10533B48	00000011	C	ACT_VM_MELEE_SMG
.rdata:10533B5C	00000025	C	ACT_VM_RELOAD_EMPTY_CLIPIN_SMG_LAYER
.rdata:10533B84	0000001F	C	ACT_VM_RELOAD_EMPTY_CLIPIN_SMG
.rdata:10533BA4	00000026	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_SMG_LAYER
.rdata:10533BCC	00000020	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_SMG
.rdata:10533BEC	0000001E	C	ACT_VM_RELOAD_EMPTY_SMG_LAYER
.rdata:10533C0C	00000018	C	ACT_VM_RELOAD_EMPTY_SMG
.rdata:10533C24	00000020	C	ACT_VM_RELOAD_CLIPOUT_SMG_LAYER
.rdata:10533C44	0000001A	C	ACT_VM_RELOAD_CLIPOUT_SMG
.rdata:10533C60	00000018	C	ACT_VM_RELOAD_SMG_LAYER
.rdata:10533C78	00000012	C	ACT_VM_RELOAD_SMG
.rdata:10533C8C	00000017	C	ACT_VM_SHOOT_SMG_LAYER
.rdata:10533CA4	00000019	C	ACT_VM_PRIMARYATTACK_SMG
.rdata:10533CC0	00000018	C	ACT_VM_DEPLOY_SMG_LAYER
.rdata:10533CD8	00000012	C	ACT_VM_DEPLOY_SMG
.rdata:10533CEC	00000021	C	ACT_VM_PICKUP_CHARGING_SMG_LAYER
.rdata:10533D10	0000001B	C	ACT_VM_PICKUP_CHARGING_SMG
.rdata:10533D2C	0000001F	C	ACT_VM_PICKUP_CLIPIN_SMG_LAYER
.rdata:10533D4C	00000019	C	ACT_VM_PICKUP_CLIPIN_SMG
.rdata:10533D68	00000018	C	ACT_VM_PICKUP_SMG_LAYER
.rdata:10533D80	00000012	C	ACT_VM_PICKUP_SMG
.rdata:10533D94	00000010	C	ACT_VM_IDLE_SMG
.rdata:10533DA4	0000001A	C	ACT_VM_FIDGET_RIFLE_LAYER
.rdata:10533DC0	00000019	C	ACT_VM_MELEE_RIFLE_LAYER
.rdata:10533DDC	00000013	C	ACT_VM_MELEE_RIFLE
.rdata:10533DF0	00000027	C	ACT_VM_RELOAD_EMPTY_CLIPIN_RIFLE_LAYER
.rdata:10533E18	00000021	C	ACT_VM_RELOAD_EMPTY_CLIPIN_RIFLE
.rdata:10533E3C	00000028	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_RIFLE_LAYER
.rdata:10533E64	00000022	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_RIFLE
.rdata:10533E88	00000020	C	ACT_VM_RELOAD_EMPTY_RIFLE_LAYER
.rdata:10533EA8	0000001A	C	ACT_VM_RELOAD_EMPTY_RIFLE
.rdata:10533EC4	00000022	C	ACT_VM_RELOAD_CLIPOUT_RIFLE_LAYER
.rdata:10533EE8	0000001C	C	ACT_VM_RELOAD_CLIPOUT_RIFLE
.rdata:10533F04	0000001A	C	ACT_VM_RELOAD_RIFLE_LAYER
.rdata:10533F20	00000014	C	ACT_VM_RELOAD_RIFLE
.rdata:10533F34	00000019	C	ACT_VM_SHOOT_RIFLE_LAYER
.rdata:10533F50	0000001B	C	ACT_VM_PRIMARYATTACK_RIFLE
.rdata:10533F6C	0000001A	C	ACT_VM_DEPLOY_RIFLE_LAYER
.rdata:10533F88	00000014	C	ACT_VM_DEPLOY_RIFLE
.rdata:10533F9C	00000022	C	ACT_VM_PICKUP_FASSIST_RIFLE_LAYER
.rdata:10533FC0	0000001C	C	ACT_VM_PICKUP_FASSIST_RIFLE
.rdata:10533FDC	00000023	C	ACT_VM_PICKUP_CHARGING_RIFLE_LAYER
.rdata:10534000	0000001D	C	ACT_VM_PICKUP_CHARGING_RIFLE
.rdata:10534020	00000021	C	ACT_VM_PICKUP_CLIPIN_RIFLE_LAYER
.rdata:10534044	0000001B	C	ACT_VM_PICKUP_CLIPIN_RIFLE
.rdata:10534060	0000001A	C	ACT_VM_PICKUP_RIFLE_LAYER
.rdata:1053407C	00000014	C	ACT_VM_PICKUP_RIFLE
.rdata:10534090	00000012	C	ACT_VM_IDLE_RIFLE
.rdata:105340A4	0000001A	C	ACT_VM_MELEE_PISTOL_LAYER
.rdata:105340C0	00000014	C	ACT_VM_MELEE_PISTOL
.rdata:105340D4	00000028	C	ACT_VM_RELOAD_EMPTY_CLIPIN_PISTOL_LAYER
.rdata:105340FC	00000022	C	ACT_VM_RELOAD_EMPTY_CLIPIN_PISTOL
.rdata:10534120	00000029	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_PISTOL_LAYER
.rdata:1053414C	00000023	C	ACT_VM_RELOAD_EMPTY_CLIPOUT_PISTOL
.rdata:10534170	00000021	C	ACT_VM_RELOAD_EMPTY_PISTOL_LAYER
.rdata:10534194	0000001B	C	ACT_VM_RELOAD_EMPTY_PISTOL
.rdata:105341B0	00000023	C	ACT_VM_RELOAD_CLIPOUT_PISTOL_LAYER
.rdata:105341D4	0000001D	C	ACT_VM_RELOAD_CLIPOUT_PISTOL
.rdata:105341F4	0000001B	C	ACT_VM_RELOAD_PISTOL_LAYER
.rdata:10534210	00000015	C	ACT_VM_RELOAD_PISTOL
.rdata:10534228	0000001A	C	ACT_VM_SHOOT_PISTOL_LAYER
.rdata:10534244	0000001C	C	ACT_VM_PRIMARYATTACK_PISTOL
.rdata:10534260	0000001B	C	ACT_VM_DEPLOY_PISTOL_LAYER
.rdata:1053427C	00000015	C	ACT_VM_DEPLOY_PISTOL
.rdata:10534294	00000013	C	ACT_VM_IDLE_PISTOL
.rdata:105342A8	0000001F	C	ACT_VM_MELEE_DUAL_PISTOL_LAYER
.rdata:105342C8	00000019	C	ACT_VM_MELEE_DUAL_PISTOL
.rdata:105342E4	00000029	C	ACT_VM_PICKUP_CHARGING_DUAL_PISTOL_LAYER
.rdata:10534310	00000023	C	ACT_VM_PICKUP_CHARGING_DUAL_PISTOL
.rdata:10534334	00000027	C	ACT_VM_PICKUP_CLIPIN_DUAL_PISTOL_LAYER
.rdata:1053435C	00000021	C	ACT_VM_PICKUP_CLIPIN_DUAL_PISTOL
.rdata:10534380	00000020	C	ACT_VM_PICKUP_DUAL_PISTOL_LAYER
.rdata:105343A0	0000001A	C	ACT_VM_PICKUP_DUAL_PISTOL
